germplasmName,value
MN22120,5521.225
MN22058,5675.9
MN21143-4,5104.275
MN22261,5709.525
SHELLY,5790.225
MN22216,5447.25
MN22253,4727.675
MN22286,5292.575
MN21337-1,5702.8
MN22375,4909.25
MN22054,4801.65
MN22064,4983.225
LINKERT,4714.225
MN21269-2,4922.7
MN22416,5299.3
MN22046,5796.95
MN22262,5790.225
MN22335,4768.025
MN-ROTHSAY,5030.3
MN22263,5184.975
MN22358,5292.575
MN22227,5218.6
MN22349,4438.5
MN22160,4889.075
MN22123,5104.275
MN22301,4936.15
MN-TORGY,5158.075
MN22369,5904.55
MN22419,5561.575
MN21272-2,5326.2
MN22399,5810.4
MN21065-2,5682.625
LINKERT,5090.825
MN22385,5608.65
MN22157,5104.275
MN22155,5232.05
MN21292-2,5662.45
MN21172-3,5480.875
MN22194,5131.175
MN22258,4465.4
SHELLY,5736.425
MN22303,5810.4
MN21405-3,5171.525
MN22063,5380.0
MN22464,5023.575
MN22113,5817.125
MN22009,5776.775
MN21168-1,5897.825
MN22428,5285.85
MN22378,5090.825
MN22099,5601.925
MN21263-3,5373.275
MN22182,4754.575
MN22326,5205.15
MN22374,5837.3
MN22306,5568.3
MN21114-1,5252.225
MN21316-3,5164.8
MN22367,5796.95
MN21045-1,4317.45
MN22071,5272.4
MN21354-3,5366.55
MN22128,4983.225
MN22070,4499.025
MN22276,5225.325
MN-ROTHSAY,5319.475
MN21290-2,5097.55
MN22406,5238.775
MN22151,4579.725
MN22248,5131.175
MN22408,5729.7
MN-ROTHSAY,5339.65
MN22169,4989.95
MN22200,5252.225
MN-TORGY,5111.0
MN22427,5090.825
MN22186,5003.4
MN22401,4862.175
MN22065,5501.05
MN22275,5097.55
MN22345,5944.9
MN22329,5830.575
MN22365,5615.375
MN22400,5850.75
MN22376,6018.875
MN22297,5601.925
MN-TORGY,5292.575
MN22022,4909.25
MN22061,5763.325
MN22106,5480.875
MN22016,4465.4
MN21150-3,5151.35
MN22167,5131.175
SHELLY,5669.175
MN-TORGY,5292.575
MN21089-4,6435.825
MN22241,5299.3
MN22229,6113.025
MN22228,5494.325
MN21385-1,6516.525
MN22302,4895.8
MN-TORGY,4989.95
MN21144-1,6523.25
MN22395,5272.4
MN22092,5749.875
MN22093W,5844.025
MN22341,6092.85
MN-ROTHSAY,5568.3
MN22193,4963.05
MN22259,5131.175
MN22225,4801.65
MN22405,4882.35
MN21357-5,5696.075
MN22125,5655.725
MN22118,5649.0
MN22025,5924.725
MN22141,5501.05
MN21087-1,5911.275
MN22154,5218.6
MN-ROTHSAY,5353.1
MN22309,6126.475
MN21073-3,5931.45
MN22086,5453.975
MN21034-3,6146.65
MN22103,5211.875
MN22097,0.0
MN22314,5770.05
MN21370-2,5635.55
MN22322,5951.625
MN22146,5312.75
MN22373,5447.25
MN22342,5568.3
MN22344,5790.225
LINKERT,5359.825
MN22089,4882.35
MN-TORGY,5164.8
MN22452,4936.15
MN22130,5057.2
MN22273,4815.1
MN22140,4209.85
MN22221,4680.6
MN-ROTHSAY,5043.75
MN21275-4,5622.1
MN22285,5124.45
MN22418,4868.9
MN22006,5568.3
MN22288,5453.975
MN21287-2,5232.05
MN22429,5460.7
MN22126,4929.425
MN21090-4,6173.55
MN22319,5373.275
MN22356,5924.725
MN22207,4936.15
MN22249,5669.175
MN21413-3,5501.05
MN22199,6092.85
MN22360,5554.85
MN21406-1,5211.875
MN22455,5689.35
LINKERT,5131.175
MN-TORGY,5090.825
MN22313,4788.2
MN21315-1,5164.8
MN22384,5413.625
MN21135-2,5205.15
MN22085,6180.275
MN22457,5756.6
MN22433,5527.95
MN22393,5527.95
SHELLY,5803.675
MN22206,5978.525
MN22213,4808.375
MN22101,5662.45
MN21053-1,5279.125
MN22218,5339.65
MN22355,5292.575
LINKERT,5514.5
MN22018,5675.9
MN21005-4,5743.15
MN21444-3,5642.275
MN22131,5635.55
MN22271,5971.8
MN22195,5420.35
MN22278,5521.225
MN22080,5427.075
MN22219,5595.2
MN22183,5548.125
MN22222,4902.525
MN22357,5682.625
MN22136,0.0
MN22350,5776.775
MN22201,5649.0
MN21482-1,4492.3
MN22212,5413.625
MN22196,5884.375
SHELLY,5877.65
MN-ROTHSAY,5622.1
MN22269,5131.175
MN21332-3,5924.725
MN22201,6967.1
MN21135-2,6388.75
MN22258,6550.15
MN22378,6859.5
MN22046,5057.2
MN22123,5817.125
MN22427,5346.375
MN22195,6139.925
MN22455,5783.5
MN21413-3,6106.3
MN22054,6113.025
MN22120,6852.775
MN21290-2,7646.325
MN22101,7673.225
SHELLY,8224.675
MN21332-3,7626.15
MN22167,7747.2
MN-ROTHSAY,7437.85
MN22222,7491.65
MN22408,6462.725
MN22216,7236.1
MN22016,7673.225
MN22358,8238.125
MN21005-4,8150.7
SHELLY,9280.5
MN22018,8655.075
MN22303,7236.1
MN22249,6429.1
MN21089-4,7363.875
MN22360,7646.325
MN22395,7558.9
MN22309,6852.775
MN22259,6563.6
MN-TORGY,6953.65
MN22092,6624.125
MN22345,6859.5
MN22322,6577.05
MN-TORGY,6745.175
MN22401,6583.775
MN22341,6388.75
LINKERT,5104.275
MN22218,7014.175
MN22207,5918.0
MN22365,5796.95
MN21292-2,6368.575
MN22375,6281.15
MN22206,6180.275
MN22405,6913.3
MN21337-1,6906.575
MN22464,6301.325
MN22196,6536.7
LINKERT,5985.25
MN22349,6133.2
MN22118,6731.725
MN22357,6260.975
MN-TORGY,6375.3
MN22061,6193.725
MN22457,6375.3
MN22400,7760.65
MN22263,6072.675
MN21269-2,6106.3
MN22376,5918.0
MN22276,6113.025
MN22126,5279.125
MN22286,6166.825
MN21272-2,6630.85
MN21287-2,6839.325
MN22355,7821.175
MN22200,7363.875
MN22314,7242.825
MN-ROTHSAY,7451.3
MN22221,7377.325
MN22273,7922.05
MN22262,8117.075
MN22130,8211.225
MN21114-1,8513.85
MN22213,8507.125
MN22103,7585.8
MN22385,7390.775
MN21168-1,7801.0
MN22452,7585.8
LINKERT,7027.625
MN22269,7498.375
MN22212,7437.85
MN21405-3,7774.1
MN22022,7935.5
MN22125,7263.0
MN21444-3,6590.5
MN22326,5911.275
MN22241,7014.175
MN22194,7168.85
SHELLY,7437.85
SHELLY,6946.925
LINKERT,5037.025
MN22140,5077.375
MN21357-5,6906.575
MN21385-1,6328.225
MN22433,5601.925
MN22350,6462.725
MN22183,5971.8
MN22418,6321.5
MN22182,6792.25
MN-ROTHSAY,7545.45
MN22186,6388.75
MN22154,7101.6
MN22275,7027.625
MN21263-3,7141.95
MN22406,7336.975
MN22329,7377.325
MN21087-1,6617.4
MN21053-1,6953.65
MN22428,7094.875
MN22093W,7108.325
MN22058,7545.45
MN22169,7693.4
MN-TORGY,7162.125
LINKERT,7343.7
MN22419,7478.2
MN22344,7585.8
MN21073-3,7969.125
MN21065-2,7599.25
MN22288,8056.55
MN22342,8345.725
MN-TORGY,8318.825
MN22228,8601.275
MN22160,8648.35
MN22285,8836.65
MN22393,9011.5
SHELLY,8924.075
MN21144-1,7989.3
MN22271,8305.375
MN21354-3,8668.525
MN22025,9011.5
MN22193,8096.9
MN22006,8076.725
MN22261,7350.425
LINKERT,7115.05
MN22071,8016.2
MN-ROTHSAY,8043.1
MN21090-4,8143.975
MN22278,6953.65
MN22297,6583.775
MN21482-1,5911.275
MN22356,7296.625
MN22229,7666.5
MN22128,7276.45
MN21045-1,7653.05
MN22157,7330.25
MN22369,5938.175
MN22063,7000.725
MN22384,6509.8
MN22155,6314.775
MN22429,6039.05
MN-TORGY,6899.85
MN22113,6852.775
MN22080,6926.75
MN-ROTHSAY,6987.275
MN21315-1,6032.325
MN22146,7410.95
MN22065,7155.4
MN22227,7283.175
MN21370-2,7195.75
MN22416,8117.075
MN22248,8009.475
MN22089,8043.1
MN22131,8796.3
MN22313,8029.65
MN22225,8265.025
MN22070,8473.5
MN-ROTHSAY,8917.35
MN22219,7827.9
MN21275-4,8453.325
MN22301,8991.325
MN22151,9045.125
MN22367,6926.75
MN22399,9314.125
MN22106,7700.125
MN-ROTHSAY,8762.675
MN22136,9065.3
MN22086,7774.1
MN22085,8594.55
MN21172-3,8803.025
MN22319,8655.075
MN22099,8446.6
MN22097,8957.7
MN22009,8177.6
MN22064,8231.4
MN22374,7276.45
MN22199,7801.0
MN22302,7437.85
MN21406-1,6213.9
MN21034-3,7733.75
MN22373,6758.625
MN21316-3,5111.0
MN22141,5501.05
MN-TORGY,7108.325
MN22335,6556.875
MN22253,6334.95
MN22306,6529.975
LINKERT,5931.45
MN22302,6805.7
MN22319,6059.225
MN22101,6274.425
MN21053-1,6146.65
MN22373,6395.475
MN22249,5669.175
MN22222,5971.8
MN21005-4,5924.725
MN22360,6536.7
MN21275-4,7518.55
MN21482-1,6711.55
MN-ROTHSAY,7538.725
MN22455,6550.15
MN22329,7081.425
MN22350,7565.625
MN22160,7168.85
MN22006,7733.75
MN21316-3,6879.675
SHELLY,7962.4
MN22401,7552.175
MN21385-1,7437.85
MN21444-3,7605.975
SHELLY,7626.15
MN21272-2,7686.675
MN22064,7881.7
MN22216,7229.375
MN22157,8339.0
MN22099,7128.5
MN-TORGY,7410.95
MN22369,7827.9
MN22345,6866.225
MN22306,7518.55
MN22070,7249.55
MN21065-2,8043.1
MN22154,7538.725
MN22288,7794.275
MN-TORGY,6973.825
MN22358,7895.15
MN21114-1,7027.625
MN22025,7195.75
MN22125,6798.975
MN22128,5790.225
MN21087-1,6651.025
MN22218,6106.3
MN-TORGY,6355.125
MN21315-1,6449.275
MN22092,6254.25
MN22416,5709.525
MN22399,6173.55
MN22355,7014.175
MN22123,7296.625
MN22130,5615.375
LINKERT,6106.3
MN-ROTHSAY,7182.3
MN22367,6543.425
MN22349,6664.475
MN21263-3,6879.675
MN22058,6657.75
MN21357-5,6866.225
MN-TORGY,6005.425
MN22207,7061.25
MN22297,7155.4
MN22365,7054.525
MN21150-3,7505.1
MN21269-2,7310.075
MN22341,7410.95
MN22193,6973.825
MN22384,7330.25
MN22322,7471.475
MN22212,6859.5
MN21168-1,7518.55
MN22241,8083.45
MN22118,7343.7
MN22061,7760.65
MN22221,7605.975
MN22375,7767.375
MN21354-3,7041.075
MN22357,7175.575
MN22151,7686.675
MN21413-3,7437.85
LINKERT,6328.225
MN22393,7700.125
SHELLY,7363.875
MN22097,8359.175
MN22022,6812.425
MN22219,7357.15
MN22433,5938.175
MN-ROTHSAY,7464.75
MN22016,6926.75
MN22054,6281.15
MN22169,6792.25
MN21406-1,6018.875
MN22071,6644.3
MN22141,5440.525
MN22378,7336.975
MN22395,7370.6
MN22258,6469.45
MN22271,6193.725
MN22131,7316.8
MN22309,6482.9
MN22326,7370.6
MN22301,7807.725
MN22273,7121.775
MN22167,7646.325
MN21405-3,7827.9
MN21337-1,7693.4
MN22276,7720.3
LINKERT,7014.175
MN22464,6133.2
MN21073-3,7336.975
MN22199,7787.55
MN22374,6778.8
MN22186,6920.025
MN22452,7639.6
MN22225,6590.5
MN22136,7767.375
MN22085,6119.75
MN22259,6994.0
MN22155,7444.575
MN21045-1,7740.475
MN-TORGY,7256.275
MN22093W,7511.825
MN22201,5796.95
MN-ROTHSAY,7592.525
MN22106,6166.825
MN22335,6563.6
MN22262,6220.625
MN21290-2,7942.225
MN22406,6718.275
MN22183,6254.25
MN22427,6691.375
MN21292-2,7679.95
MN22400,7639.6
MN22227,7881.7
MN22113,6839.325
MN22314,7363.875
MN22285,8076.725
MN22200,7599.25
MN21034-3,7061.25
SHELLY,7471.475
MN22261,7162.125
MN-ROTHSAY,7236.1
MN22009,6630.85
MN22376,5951.625
MN22089,7720.3
MN22086,7558.9
MN22195,6738.45
MN22018,7814.45
MN22286,7538.725
MN-ROTHSAY,7874.975
MN21332-3,7431.125
MN21143-4,7061.25
MN22356,7532.0
MN22140,6213.9
SHELLY,8117.075
MN22263,7646.325
MN22342,7283.175
MN22228,7229.375
MN22408,6590.5
MN22103,7760.65
MN22080,7061.25
MN22344,7229.375
MN21144-1,7874.975
MN22269,7599.25
LINKERT,6792.25
LINKERT,7323.525
MN22253,7848.075
MN22213,8708.875
MN22313,7047.8
MN22303,6758.625
MN21135-2,6590.5
MN21370-2,6785.525
MN22194,7626.15
MN22429,7518.55
MN22405,8439.875
MN-TORGY,6940.2
MN22385,7094.875
MN21090-4,6893.125
MN22063,5581.75
MN22065,6805.7
MN22120,7585.8
MN22146,7377.325
MN22182,7269.725
MN22126,6536.7
MN22206,6886.4
MN22248,6946.925
MN22278,7061.25
MN22419,6994.0
MN22046,6906.575
MN21089-4,6832.6
MN21287-2,6839.325
MN22229,6711.55
MN22418,6745.175
MN-ROTHSAY,7471.475
MN21172-3,7841.35
MN22275,7350.425
MN22457,6334.95
MN22196,7094.875
MN-TORGY,6570.325
MN22428,7269.725
MN22183,4909.25
MN22213,5810.4
MN22365,5608.65
MN-TORGY,5776.775
MN22276,5554.85
SHELLY,5971.8
MN22405,5689.35
MN22089,5380.0
MN22085,5675.9
LINKERT,4801.65
MN22054,5050.475
MN22106,5090.825
MN22070,5184.975
MN22151,5817.125
MN22350,5823.85
MN22130,5346.375
MN22103,5776.775
MN22126,5178.25
MN22009,5211.875
MN22136,5440.525
MN22065,4620.075
MN22419,4687.325
MN22271,5097.55
MN22018,5373.275
MN21370-2,4808.375
MN22093W,5117.725
MN22455,5258.95
MN22429,5776.775
MN22025,5817.125
MN22269,5716.25
MN21315-1,5373.275
MN-ROTHSAY,6220.625
MN22167,6119.75
MN22140,5205.15
LINKERT,5346.375
MN21172-3,6671.2
MN22228,5743.15
LINKERT,5554.85
MN22314,6099.575
LINKERT,5729.7
MN21354-3,6725.0
MN22141,5978.525
MN21413-3,6476.175
MN22395,6160.1
MN22367,5258.95
MN22253,5864.2
MN22341,6637.575
MN21405-3,6355.125
MN22128,5817.125
MN22196,6725.0
MN22401,6839.325
MN-TORGY,7148.675
MN22071,6852.775
MN21087-1,6852.775
MN22302,6422.375
MN22155,6341.675
MN22194,6846.05
LINKERT,5870.925
MN21332-3,6980.55
MN21357-5,6772.075
MN22384,6556.875
MN21406-1,6166.825
MN22399,6086.125
MN22225,6059.225
MN21385-1,6503.075
MN22262,6624.125
MN22199,6301.325
MN22207,5904.55
MN21263-3,6301.325
MN22221,6213.9
MN22278,5662.45
MN-TORGY,6260.975
MN22118,5796.95
MN22433,5272.4
MN22408,5084.1
MN22385,5393.45
MN22406,5184.975
MN21290-2,6247.525
MN22218,5971.8
MN-ROTHSAY,6032.325
LINKERT,5124.45
MN22086,5783.5
MN21135-2,5292.575
MN21269-2,6234.075
MN21482-1,5057.2
MN22182,6220.625
MN22345,5951.625
MN22227,5696.075
MN-TORGY,5682.625
MN22335,4989.95
MN21444-3,5575.025
MN22169,5662.45
MN22125,5971.8
MN22374,5245.5
MN22375,5655.725
MN22080,5837.3
MN22393,6005.425
MN22356,5998.7
MN22313,5743.15
MN22006,6496.35
MN-ROTHSAY,6482.9
MN22373,6489.625
MN-TORGY,6866.225
MN22046,5433.8
MN22219,6758.625
MN22344,5770.05
MN22016,6119.75
MN22113,5965.075
MN22063,6677.925
MN22329,6234.075
MN22322,6456.0
MN22378,6778.8
MN22241,6725.0
MN22195,6133.2
MN22064,7377.325
MN21053-1,6778.8
MN22342,6395.475
MN21073-3,6099.575
MN22357,6395.475
MN22261,5319.475
MN22092,5770.05
MN21275-4,6254.25
MN22229,6281.15
SHELLY,7061.25
MN22099,6711.55
MN22258,7182.3
MN21292-2,6980.55
SHELLY,6772.075
MN22061,6859.5
MN22309,6361.85
MN22418,6462.725
MN22222,7041.075
MN22186,5830.575
MN22058,6476.175
MN22275,6294.6
MN22464,5998.7
MN22319,6725.0
MN-ROTHSAY,6711.55
MN21090-4,7007.45
MN22369,6012.15
MN22206,6039.05
SHELLY,7740.475
MN22212,6489.625
MN22154,6832.6
MN21272-2,6597.225
MN22131,7343.7
MN21337-1,6893.125
MN22416,6859.5
MN21168-1,7874.975
MN21005-4,7014.175
MN22216,6254.25
MN22249,5514.5
MN21089-4,5991.975
MN22193,6200.45
SHELLY,6563.6
MN22427,5823.85
MN-TORGY,6577.05
MN22101,5965.075
MN22200,6408.925
MN22201,6227.35
MN22259,5918.0
MN22400,6328.225
MN22248,6005.425
MN22452,6018.875
MN22123,5770.05
MN22301,6187.0
MN21045-1,6402.2
MN-TORGY,6193.725
MN22022,5662.45
MN21114-1,6234.075
MN22355,6469.45
MN22428,6355.125
MN22285,6597.225
MN21287-2,6012.15
MN22306,6045.775
MN-ROTHSAY,5521.225
MN22286,5581.75
MN22120,5588.475
MN21065-2,5823.85
LINKERT,5010.125
MN22326,5427.075
MN22457,5319.475
MN22349,5521.225
MN22297,4983.225
MN22097,5655.725
MN-ROTHSAY,5413.625
MN-ROTHSAY,5319.475
MN21144-1,5137.9
MN22358,5743.15
MN22160,6032.325
MN22146,5857.475
MN22303,5635.55
MN22263,5682.625
MN22157,5400.175
MN22376,5393.45
MN22273,6086.125
MN22360,5783.5
MN21034-3,5817.125
MN22288,5682.625
MN21316-3,5770.05
MN-TORGY,6812.425
MN22071,6825.875
MN22457,5776.775
MN22155,7794.275
MN22419,6119.75
LINKERT,5238.775
MN22319,5427.075
MN21269-2,5743.15
MN22314,4996.675
MN21413-3,5635.55
MN22194,6550.15
MN22212,5581.75
MN22160,5817.125
SHELLY,6691.375
MN21172-3,7074.7
MN22054,5991.975
MN21354-3,7115.05
MN22106,5467.425
MN22126,5971.8
MN22130,6624.125
MN22154,6630.85
MN22369,6637.575
MN22464,6213.9
MN22157,6725.0
MN22228,6899.85
MN22345,7108.325
MN22301,7458.025
MN-ROTHSAY,7121.775
MN22399,6866.225
LINKERT,6247.525
MN21073-3,5985.25
MN21292-2,6025.6
MN22393,5850.75
MN22342,5904.55
MN22408,5494.325
MN22085,5918.0
MN22195,4680.6
MN22219,5373.275
MN22357,5104.275
MN-ROTHSAY,5756.6
MN22429,5662.45
MN21053-1,4895.8
MN22367,4573.0
MN22118,5285.85
MN22452,5534.675
MN22101,6139.925
MN22384,5904.55
MN22222,6785.525
MN22136,6893.125
MN21144-1,6328.225
MN22061,7700.125
MN21087-1,6967.1
MN21150-3,7296.625
MN22329,7310.075
MN-ROTHSAY,7195.75
MN21316-3,6348.4
MN22070,5406.9
MN21290-2,5702.8
MN-ROTHSAY,5474.15
MN22140,4700.775
MN21005-4,5736.425
SHELLY,5373.275
MN21405-3,5622.1
MN22269,5904.55
MN21444-3,6825.875
MN22306,6422.375
MN22167,6630.85
MN22241,6227.35
MN21482-1,6012.15
MN22146,6651.025
MN22263,6953.65
MN21114-1,7283.175
MN22206,6160.1
MN22196,7094.875
MN22099,7074.7
MN22278,6617.4
MN22262,7464.75
MN21370-2,6408.925
MN-ROTHSAY,6529.975
MN22229,7249.55
MN22258,6846.05
MN22271,7148.675
MN22103,5817.125
MN21385-1,5575.025
MN22216,5749.875
MN-TORGY,6281.15
MN22385,5823.85
MN22092,5897.825
MN22016,4794.925
MN22253,5985.25
MN22309,5575.025
MN21065-2,5359.825
MN22302,5608.65
MN22376,5884.375
MN22259,5117.725
MN22416,7101.6
MN22186,6429.1
MN-ROTHSAY,6644.3
MN21263-3,7155.4
MN22356,7444.575
MN22207,6751.9
MN22227,7081.425
MN22455,6402.2
MN22405,7410.95
MN22131,7753.925
MN22009,7047.8
MN22225,7007.45
MN21272-2,6751.9
MN22065,6866.225
MN22046,6529.975
MN22433,6382.025
MN22285,6213.9
MN21090-4,8036.375
MN22169,6301.325
MN21275-4,7121.775
MN-TORGY,6671.2
MN22418,6334.95
MN22018,6577.05
MN22401,6798.975
MN-TORGY,7202.475
MN22199,7821.175
MN22350,7081.425
MN22349,7014.175
MN-ROTHSAY,7908.6
MN21135-2,7787.55
MN22123,7538.725
MN22378,7982.575
MN22326,7027.625
MN22297,6429.1
MN22375,7350.425
MN22089,7155.4
MN22182,7256.275
MN22200,7081.425
LINKERT,6610.675
MN22120,7417.675
MN21168-1,7619.425
MN21406-1,6449.275
SHELLY,6960.375
MN22086,6731.725
MN22248,6778.8
MN21357-5,6153.375
MN22201,7195.75
MN21287-2,6355.125
MN22360,7182.3
MN22141,6462.725
MN22400,7269.725
MN22373,6899.85
MN22286,6382.025
LINKERT,6577.05
MN22022,7088.15
MN22025,6960.375
MN22183,7148.675
MN22374,6603.95
MN-TORGY,7397.5
MN22341,7780.825
MN22406,7215.925
MN22151,7747.2
MN22273,7061.25
MN22335,6832.6
MN21045-1,7774.1
MN22221,7135.225
MN22261,6603.95
MN22125,8117.075
MN22058,7552.175
MN22358,8520.575
MN22064,8433.15
MN22313,7935.5
MN21034-3,8056.55
LINKERT,7579.075
MN22428,7720.3
MN21332-3,7861.525
MN22322,8244.85
MN21143-4,7330.25
MN22275,7404.225
SHELLY,8110.35
MN22395,7491.65
MN22097,7693.4
MN22193,7175.575
MN22249,6651.025
MN22276,7189.025
MN21089-4,7350.425
MN22355,7659.775
MN-TORGY,7289.9
MN22303,7525.275
MN22128,7928.775
MN22006,7390.775
MN22365,6960.375
MN21337-1,7108.325
MN22080,6523.25
MN22344,6503.075
SHELLY,7632.875
MN21315-1,6839.325
MN22218,8137.25
MN-TORGY,7283.175
MN22063,7632.875
MN22213,7854.8
MN22288,7215.925
MN22093W,6866.225
MN22427,6610.675
MN22113,7094.875
MN21087-1,3369.225
MN22151,3772.725
MN22344,1990.6
MN22140,3490.275
MN22097,3732.375
SHELLY,3981.2
MN22249,3053.15
MN22225,3423.025
MN22288,3335.6
SHELLY,3490.275
MN21143-4,3019.525
MN22065,3053.15
MN22269,2515.15
MN-TORGY,1748.5
MN21005-4,3073.325
MN22399,2286.5
MN21150-3,0.0
MN22106,3335.6
MN-TORGY,2306.675
MN22123,3510.45
MN22199,4727.675
MN22319,2844.675
MN21413-3,3994.65
MN22393,2582.4
MN21406-1,3698.75
MN22259,2757.25
MN-ROTHSAY,3160.75
MN22113,3819.8
MN22278,3436.475
MN22070,2703.45
MN22326,3685.3
MN22025,0.0
MN22222,2199.075
MN22433,2461.35
MN22118,2864.85
LINKERT,1923.35
MN22018,1708.15
MN22126,2441.175
MN22064,2757.25
MN22302,3039.7
MN22405,3981.2
MN22357,3564.25
MN22375,2844.675
MN22086,3369.225
MN-TORGY,2286.5
MN22258,3564.25
MN22046,3315.425
MN22452,3544.075
MN22157,3402.85
SHELLY,3315.425
MN21354-3,4209.85
MN22429,3893.775
MN22128,2790.875
MN21287-2,3631.5
MN22416,3631.5
MN-ROTHSAY,3053.15
MN22271,3597.875
MN22213,2266.325
MN22206,1640.9
MN22427,2178.9
MN22218,2232.7
MN22155,2602.575
MN22262,2757.25
MN22378,3349.05
MN22369,3053.15
MN-TORGY,2669.825
MN21385-1,4122.425
MN21272-2,2864.85
MN21405-3,3819.8
MN22120,3349.05
MN22341,3806.35
MN22350,3389.4
MN22193,3248.175
MN21172-3,4035.0
MN22373,3019.525
MN22169,3261.625
MN-ROTHSAY,2286.5
MN22335,3228.0
MN22457,3281.8
MN22408,3510.45
LINKERT,2091.475
MN22071,3490.275
MN22006,1956.975
